environment: procgen:procgen-heist-v0
number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 280
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 200
	v_mask: random
	v_mask_density: 0.005
	w_mask: random
	w_mask_density: 0.2
	t_mask: random
	t_mask_density: 0.1
	clipping_range_min: -1.0
	clipping_range_max: 1.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 20599
Free Parameters: {'V': 12271, 'W': 8022, 'T': 306}
Inputs: 12288
Outputs: 15

--------------------------------------------------------------------------------
gen     min             mean            max             elapsed time (s)
112     1.00            2.83            5.00            42.63           
113     0.00            2.32            4.50            42.67           
114     0.00            2.20            4.50            42.85           
115     1.00            2.74            5.50            42.79           
116     1.00            3.10            5.00            42.77           
117     0.00            1.88            4.50            43.58           
118     0.50            2.83            5.50            43.21           
119     0.50            3.01            5.50            42.87           
120     1.50            3.62            6.00            42.00           
121     1.50            3.70            6.00            41.98           
122     0.50            3.50            6.50            42.12           
123     0.00            1.92            4.50            43.00           
124     0.50            2.92            5.50            42.84           
125     1.50            3.67            6.00            42.87           
126     0.00            2.47            6.00            43.40           
127     1.50            3.40            6.00            42.57           
128     0.00            2.08            5.00            43.12           
129     1.00            3.63            6.00            42.23           
130     0.00            2.04            4.00            43.10           
131     0.00            2.58            5.50            43.28           
132     0.00            2.67            5.50            42.83           
133     0.00            2.01            4.00            43.27           
134     0.00            2.31            5.00            43.08           
135     0.50            2.43            4.50            42.85           
136     1.00            3.27            6.50            42.66           
137     0.50            2.35            4.50            43.52           
138     0.00            1.77            4.00            43.72           
139     1.00            3.63            7.00            42.46           
140     0.00            1.98            4.50            43.36           
141     1.50            3.33            6.00            42.19           
142     0.50            2.64            5.00            42.86           
143     0.50            3.44            6.00            42.57           
144     0.50            3.49            6.00            42.70           
145     0.50            3.17            6.50            43.00           
146     0.00            2.29            4.00            43.45           
147     0.50            2.43            5.50            43.01           
148     0.00            2.06            5.00            44.00           
149     1.00            3.36            5.50            42.44           
150     0.50            1.71            4.50            43.34           
151     0.00            3.03            6.00            43.32           
152     0.00            3.03            6.50            42.84           
153     0.00            2.89            5.50            42.82           
154     0.50            3.37            6.50            42.57           
155     1.00            3.50            5.50            42.44           
156     1.00            2.84            5.50            43.08           
157     0.50            2.56            6.00            42.94           
158     1.50            4.37            7.50            41.69           
159     0.00            2.43            5.50            43.44           
160     1.00            3.45            6.00            42.54           
161     0.00            1.56            3.50            43.66           
162     0.50            2.38            5.50            43.07           
163     1.50            3.54            6.00            42.55           
164     0.50            2.48            4.50            43.67           
165     0.50            3.18            6.50            42.81           
166     0.50            2.78            5.00            42.99           
167     1.00            3.54            6.00            42.38           
168     1.00            3.86            6.50            42.35           
169     1.50            3.52            6.00            42.53           
170     1.00            2.56            5.50            42.70           
171     0.00            3.55            6.00            42.74           
172     0.00            2.31            5.00            43.23           
173     1.00            3.57            6.00            42.63           
174     1.00            3.33            5.50            42.71           
175     0.50            2.78            5.00            42.99           
176     0.50            3.20            6.00            42.90           
177     1.00            3.10            5.00            42.82           
178     1.50            4.38            6.50            41.96           
179     1.00            3.71            6.50            42.38           
180     0.50            2.67            5.00            43.04           
181     0.50            3.01            6.00            43.07           
182     0.50            4.54            6.50            41.75           
183     0.50            3.17            6.50            42.79           
184     1.00            3.70            6.00            42.24           
185     1.00            3.70            6.50            42.21           
186     0.50            2.59            4.50            42.88           
187     0.50            3.17            7.00            42.82           
188     1.50            3.97            7.00            42.16           
189     1.00            3.88            6.50            42.49           
190     0.50            3.64            7.00            42.62           
191     1.00            4.29            7.00            42.22           
192     0.50            2.56            5.00            43.18           
193     0.00            3.21            6.00            42.69           
194     1.00            3.40            5.50            42.39           
195     0.50            2.74            5.50            43.13           
196     0.00            1.95            5.00            43.66           
197     1.00            4.38            7.50            42.06           
198     1.50            3.89            6.00            42.46           
199     0.50            2.66            5.00            43.08           
200     1.50            4.20            6.50            41.91           
201     0.00            2.99            5.00            43.02           
202     2.00            3.97            6.00            42.28           
203     1.50            3.41            5.50            42.58           
204     0.50            2.51            4.50            43.55           
205     1.00            4.05            6.50            42.30           
206     1.00            2.70            5.50            43.28           
207     0.50            3.32            6.00            43.16           
208     1.00            3.94            6.00            43.07           
209     0.50            1.85            5.00            43.89           
210     1.00            2.79            5.00            43.28           
211     1.50            3.95            6.50            42.91           
212     0.50            3.71            6.50            42.60           
213     0.50            2.93            5.00            43.20           
214     1.50            4.83            7.00            41.71           
215     1.50            3.67            6.00            42.39           
216     0.50            2.77            4.50            43.10           
217     1.50            3.17            6.00            43.24           
218     0.00            2.48            5.00            43.64           
219     1.00            2.65            5.00            43.33           
220     1.50            3.34            5.50            43.19           
221     1.50            4.00            6.50            42.63           
222     0.50            3.31            7.00            43.29           
223     1.50            3.58            7.00            42.85           
224     0.50            4.09            6.50            42.33           
225     1.50            4.12            6.00            42.18           
226     0.50            3.00            5.50            43.19           
227     1.00            3.71            6.00            42.52           
228     3.00            5.03            8.00            41.40           
229     1.50            4.48            7.00            42.11           
230     1.00            3.22            5.50            42.64           
231     0.50            2.53            4.50            43.14           
232     0.50            3.56            5.50            42.77           
233     1.50            4.39            7.00            41.89           
234     1.00            3.12            5.50            43.05           
235     1.00            4.17            6.50            42.50           
236     3.00            5.37            7.50            41.59           
237     1.50            3.87            6.50            42.41           
238     0.50            3.57            6.00            42.63           
239     1.00            3.98            6.50            42.53           
240     1.50            3.97            6.50            42.43           
241     0.50            2.17            4.50            43.46           
242     0.50            2.53            4.50            43.49           
243     0.50            3.45            6.50            43.08           
244     0.50            3.71            6.50            43.11           
245     1.00            3.38            5.50            43.11           
246     1.50            3.83            6.50            42.73           
247     1.50            3.75            6.50            42.68           
248     0.50            4.16            6.50            42.52           
249     0.00            2.62            4.50            43.51           
250     1.50            4.87            8.00            42.01           
251     1.50            4.02            6.00            42.62           
252     1.50            4.28            7.00            42.52           
253     2.00            5.20            8.50            41.62           
254     0.50            2.98            5.50            44.96           
255     1.50            3.36            5.00            43.64           
256     1.00            3.36            6.00            43.84           
257     0.50            3.51            6.00            43.44           
258     2.00            4.41            6.50            43.02           
259     0.00            3.75            7.00            43.53           
260     1.50            4.54            7.50            42.91           
261     0.00            3.91            7.00            43.94           
262     1.50            3.87            6.50            42.78           
263     0.00            2.74            5.00            43.40           
264     1.00            2.93            5.00            43.19           
265     1.00            3.81            6.50            42.84           
266     2.00            4.14            6.00            42.56           
267     2.00            4.07            8.00            42.55           
268     0.50            2.43            5.00            43.67           
269     1.50            4.41            7.00            42.32           
270     1.50            4.07            7.00            42.69           
271     1.00            3.23            6.00            43.11           
272     1.50            4.31            7.50            42.29           
273     2.00            3.79            6.50            42.85           
274     1.50            3.65            6.00            43.22           
275     0.50            3.05            6.00            43.34           
276     1.00            3.68            6.50            43.30           
277     1.00            2.81            5.50            43.74           
278     1.50            4.19            6.50            42.54           
279     0.50            4.32            7.50            42.64           
280     3.00            5.24            7.50            41.70           
281     0.50            3.36            5.50            43.26           
282     2.00            3.83            7.00            42.96           
283     1.50            4.29            7.00            42.29           
284     2.50            4.47            7.00            42.41           
285     1.50            3.90            6.50            42.92           
286     2.00            4.52            6.50            42.49           
287     2.00            4.21            7.00            42.34           
288     1.00            4.50            7.50            42.44           
289     1.50            4.83            7.50            42.06           
290     1.50            4.27            7.50            42.57           
291     0.50            3.03            5.50            43.67           
292     0.50            2.59            4.50            43.81           
293     1.00            4.06            6.00            42.60           
294     1.50            3.40            6.00            43.21           
295     2.00            4.24            7.50            42.95           
296     1.00            3.19            5.50            43.56           
297     0.50            3.36            6.00            43.33           
298     0.00            3.26            5.50            43.36           
299     1.00            4.47            7.50            42.89           
300     1.00            3.50            6.50            43.07           
301     1.50            4.02            6.50            42.75           
302     1.00            3.48            6.50            43.21           
303     2.00            4.77            7.00            42.28           
304     0.50            2.43            5.00            43.55           
305     1.00            3.37            5.50            43.47           
306     1.50            4.46            6.50            42.59           
307     2.00            5.06            8.50            42.21           
308     1.50            4.39            7.00            42.53           
309     1.00            4.79            7.00            42.53           
310     1.50            4.21            7.50            43.01           
311     0.50            2.95            5.50            43.76           
312     1.50            4.46            7.00            42.78           
313     0.50            2.79            5.50            43.70           
314     1.50            4.18            7.00            42.51           
315     1.50            4.58            7.00            42.72           
316     1.50            4.02            6.00            43.15           
317     1.00            3.82            6.50            43.15           
318     2.50            4.67            7.00            42.47           
319     1.00            3.89            6.50            43.13           
320     0.50            3.06            6.00            43.53           
321     1.00            3.58            5.50            43.90           
322     1.50            3.92            6.00            43.21           
323     1.00            3.48            5.50            43.15           
324     1.00            3.90            6.50            43.77           
325     2.00            4.56            6.50            42.72           
326     1.00            4.12            6.50            43.13           
327     1.50            3.88            6.50            43.58           
328     1.00            3.28            5.50            43.88           
329     0.50            3.26            5.50            44.09           
330     1.50            4.02            6.00            43.24           
331     2.00            4.55            6.50            42.96           
332     1.50            4.30            7.00            42.88           
333     2.00            4.07            5.50            42.85           
334     1.00            3.60            6.00            43.57           
335     1.50            4.50            6.50            42.93           
336     1.50            3.82            6.00            43.39           
337     1.50            4.04            6.00            43.26           
338     1.00            3.70            6.00            43.07           
339     2.00            4.79            7.00            42.40           
340     0.50            3.52            5.50            43.80           
341     1.50            3.64            5.50            43.26           
342     1.50            4.09            6.00            43.17           
343     2.00            4.13            6.00            43.35           
344     1.00            3.78            7.00            43.47           
345     3.00            5.41            7.50            42.51           
346     1.00            3.73            7.00            43.85           
347     2.00            4.15            7.00            43.79           
348     2.00            5.08            7.50            43.22           
349     1.50            3.63            6.50            43.91           
350     0.50            3.84            5.50            43.73           
351     2.00            4.85            8.00            43.05           
352     1.00            4.47            7.00            43.26           
353     2.50            5.27            8.00            42.62           
354     2.50            4.45            7.50            43.62           
355     1.00            3.57            5.50            43.78           
356     3.00            4.80            7.00            43.15           
357     2.00            5.00            7.00            42.75           
358     2.00            4.90            7.00            43.10           
359     1.50            3.92            6.00            43.72           
360     1.00            3.80            7.00            44.23           
361     2.00            4.14            6.50            43.54           
362     1.50            4.83            7.00            43.36           
363     1.00            4.12            7.00            43.57           
364     1.50            4.29            6.50            43.70           
365     2.00            5.00            8.00            42.84           
366     0.50            3.26            6.00            44.15           
367     1.50            4.20            6.50            43.65           
368     0.50            3.89            6.00            43.76           
369     2.50            5.46            7.50            42.68           
370     1.00            3.76            6.00            43.85           
371     2.00            5.10            7.50            43.18           
372     2.00            4.24            6.50            43.67           
373     0.50            4.08            7.00            44.44           
374     1.50            4.21            6.00            43.72           
375     0.50            4.13            6.50            44.15           
376     2.00            4.61            6.50            43.30           
377     2.50            5.06            8.50            42.87           
378     1.00            3.62            6.00            43.62           
379     2.00            4.38            7.00            43.44           
380     2.00            3.80            6.00            43.70           
381     1.50            4.02            6.50            43.47           
382     1.50            4.78            7.50            42.68           
383     3.50            5.34            8.50            42.58           
384     1.00            3.89            7.00            43.96           
385     1.00            3.32            5.00            43.89           
386     1.50            4.33            7.50            43.57           
387     2.50            5.51            7.50            42.55           
388     2.00            4.69            7.00            43.08           
389     2.50            5.07            6.50            42.65           
390     2.00            4.49            7.00            43.14           
391     1.00            3.58            6.00            43.51           
392     2.00            4.90            7.00            42.56           
393     2.00            4.82            7.50            43.00           
394     1.00            4.47            7.00            43.37           
395     1.00            3.05            5.00            43.88           
396     2.50            5.32            7.50            42.62           
397     2.50            4.60            7.50            43.24           
398     1.50            4.04            6.00            43.46           
399     1.50            3.98            6.50            43.88           
400     2.50            5.26            7.00            42.88           
401     1.00            4.33            6.50            43.21           
402     1.00            3.32            6.00            44.33           
403     2.50            4.65            6.50            43.38           
404     1.50            3.20            5.50            44.40           
405     2.00            4.82            7.50            43.45           
406     2.50            4.65            6.50            43.18           
407     1.50            3.54            5.50            44.13           
408     1.50            3.93            6.50            44.11           
409     1.50            3.90            5.50            44.09           
410     2.50            3.82            5.50            43.73           
411     3.00            5.04            7.00            42.83           
412     2.50            5.29            8.00            42.75           
413     3.50            5.57            7.50            42.28           
414     1.00            4.08            7.00            43.43           
415     3.00            5.37            7.00            43.53           
416     2.50            5.10            7.50            43.07           
417     2.00            4.21            6.00            43.95           
418     3.50            5.77            8.00            42.80           
419     1.00            3.04            5.00            44.14           
420     1.50            3.64            6.50            44.25           
421     3.00            5.42            7.50            43.08           
422     1.00            3.70            6.00            44.35           
423     2.00            4.89            7.00            44.18           
424     0.50            4.61            7.00            44.04           
425     2.00            4.24            6.50            43.64           
426     2.00            3.88            5.50            43.47           
427     1.00            3.50            6.50            44.11           
428     1.50            3.43            5.50            43.57           
429     1.50            3.67            5.50            44.18           
430     3.00            5.18            7.00            43.27           
431     1.50            4.28            6.00            43.68           
432     2.50            5.04            7.00            43.14           
433     3.00            5.04            8.00            43.24           
434     2.00            4.51            6.50            43.74           
435     2.50            4.80            7.50            43.39           
436     1.50            4.14            6.00            43.66           
437     2.00            4.27            6.50            43.40           
438     2.50            5.31            8.00            42.52           
439     1.50            3.66            6.00            43.87           
440     3.50            5.23            7.50            43.49           
441     2.00            5.86            8.50            42.59           
442     1.50            4.21            6.00            43.80           
443     2.00            4.30            7.00            43.66           
444     2.50            5.51            8.50            42.65           
445     3.00            5.29            7.50            42.85           
446     1.00            3.66            6.50            43.93           
447     2.00            4.48            7.00            43.71           
448     2.00            3.90            6.00            44.09           
449     1.00            3.86            5.50            43.84           
450     1.50            4.19            7.00            44.30           
451     0.50            4.79            7.50            43.76           
452     2.50            4.40            7.00            44.21           
453     1.00            4.09            6.50            43.96           
454     1.50            3.35            5.50            44.26           
455     3.00            5.44            7.50            42.93           
456     1.00            3.62            5.50            44.17           
457     2.00            4.12            6.50            44.06           
458     2.00            4.65            7.00            43.46           
459     1.50            3.88            6.50            43.75           
460     1.00            3.71            6.00            44.16           
461     1.50            3.69            6.00            43.75           
462     2.00            4.40            6.50            43.55           
463     1.50            4.58            7.00            43.57           
464     2.00            4.22            6.50            43.55           
465     2.00            4.42            7.00            43.56           
466     2.00            4.62            6.50            43.81           
467     3.50            6.17            8.50            42.58           
468     1.00            4.00            7.00            43.51           
469     1.50            4.89            7.00            43.31           
470     3.00            5.64            8.00            42.76           
471     2.00            4.93            7.00            43.30           
472     3.00            5.02            7.00            42.65           
473     1.00            3.92            6.50            44.03           
474     2.50            5.88            8.00            42.38           
475     3.00            5.58            8.00            42.90           
476     1.50            3.37            6.00            44.06           
477     2.50            4.58            7.00            43.12           
478     2.50            5.02            7.50            43.04           
479     1.00            3.67            6.00            44.03           
480     2.00            3.90            6.00            44.43           
481     1.50            5.40            8.00            43.57           
482     1.50            4.14            6.50            43.68           
483     2.00            5.04            7.50            43.57           
484     3.00            5.12            7.50            43.05           
485     1.00            4.10            6.50            44.13           
486     1.50            3.79            6.50            44.63           
487     0.50            3.89            6.00            44.24           
488     2.50            4.71            7.00            43.61           
489     2.50            5.59            8.00            42.93           
490     2.00            4.33            7.00            43.55           
491     3.50            5.75            7.50            42.39           
492     2.00            4.64            6.50            43.23           
493     2.50            5.43            7.50            43.00           
494     1.50            3.86            7.50            44.12           
495     3.50            5.55            8.00            43.13           
496     2.00            4.44            7.00            43.27           
497     2.00            5.20            7.00            42.65           
498     2.00            3.83            6.50            43.55           
499     2.00            4.75            7.50            43.47           
500     3.00            5.24            7.00            42.75           
501     1.50            4.56            7.00            43.48           
502     1.00            3.07            5.50            43.86           
503     3.00            4.85            7.50            42.99           
504     3.00            5.06            7.00            42.64           
505     2.50            4.47            6.50            43.24           
506     3.00            5.42            8.00            42.80           
507     2.50            5.62            7.50            42.39           
508     3.00            5.91            8.00            41.97           
509     1.50            3.94            7.00            43.78           
510     2.00            4.36            6.50            43.27           
511     2.50            4.73            7.50            43.17           
512     1.00            3.75            7.00            44.06           
513     2.50            5.66            8.50            42.71           
514     2.00            3.89            6.00            43.93           
515     3.00            5.09            7.50            42.98           
516     3.00            5.39            7.50            43.29           
517     2.00            5.18            8.00            43.34           
518     2.00            4.88            7.00            43.04           
519     3.50            6.39            8.50            42.25           
520     1.00            4.24            6.50            43.52           
521     1.50            4.40            7.00            43.88           
522     3.00            5.78            7.50            42.56           
523     2.00            5.02            7.00            43.93           
524     2.50            4.22            6.50            44.05           
525     4.00            6.59            9.00            42.03           
526     2.50            4.20            6.50            43.84           
527     1.50            4.81            7.50            43.15           
528     2.00            5.58            8.00            42.73           
529     4.00            5.93            7.50            42.03           
530     3.50            5.39            7.50            42.70           
531     2.00            4.22            6.00            43.49           
532     2.50            5.59            8.00            42.58           
533     2.00            5.77            7.50            42.65           
534     2.00            5.67            8.50            42.48           
535     3.00            6.13            8.50            42.01           
536     3.50            5.50            8.00            42.36           
537     3.50            5.74            8.00            42.59           
538     2.00            4.50            6.50            43.77           
539     1.50            4.71            7.00            43.34           
540     4.00            6.27            9.00            42.27           
541     3.50            5.27            7.50            42.78           
542     2.00            5.50            8.00            42.79           
543     1.00            4.36            6.50            43.97           
544     2.00            4.15            6.50            43.91           
545     3.50            5.84            8.00            42.34           
546     2.00            5.26            7.50            43.17           
547     0.50            4.03            7.00            43.83           
548     2.50            4.40            7.00            43.67           
549     2.50            4.62            7.50            43.71           
550     2.00            5.19            8.00            43.22           
551     3.00            5.37            7.50            43.54           
552     3.00            5.24            7.50            43.08           
553     2.50            4.70            7.50            43.54           
554     2.50            5.38            7.50            43.20           
555     2.00            3.94            8.00            44.06           
556     2.50            4.75            7.00            43.37           
557     1.00            4.11            7.00            43.83           
558     2.50            5.01            7.50            43.26           
559     1.50            4.21            6.00            43.76           
560     3.00            5.47            7.50            42.76           
561     2.50            5.08            7.50            43.23           
562     3.50            5.44            7.50            43.13           
563     3.00            5.42            7.50            42.78           
564     2.50            5.24            8.00            43.14           
565     2.00            5.86            8.00            42.99           
566     3.00            5.66            7.50            42.55           
567     2.50            5.31            7.00            43.25           
568     3.50            5.77            7.50            42.58           
569     3.00            5.85            8.00            42.43           
570     3.00            5.25            7.50            43.17           
571     2.50            5.00            7.50            42.76           
572     0.50            3.91            6.50            43.94           
573     1.00            4.10            7.00            43.76           
574     3.00            5.92            8.00            42.55           
575     3.50            6.09            8.00            42.62           
576     1.00            4.09            6.00            44.25           
577     2.50            5.16            7.00            43.24           
578     2.50            4.67            7.00            43.41           
579     2.00            4.17            6.50            43.92           
580     2.50            4.73            7.50            43.23           
581     2.00            4.85            7.00            43.07           
582     3.50            5.62            8.50            42.26           
583     2.50            4.68            6.50            43.25           
584     3.00            5.41            8.00            42.83           
585     2.00            4.95            7.00            43.26           
586     1.50            4.49            6.50            43.49           
587     2.00            4.38            7.00            43.22           
588     2.50            6.08            8.00            42.28           
589     2.00            4.27            7.00            43.58           
590     3.00            5.53            7.50            42.77           
591     4.00            6.37            8.50            41.94           
592     3.00            5.65            8.50            42.85           
593     2.50            4.43            6.50            43.29           
594     1.00            4.40            6.50            44.51           
595     3.00            5.41            7.50            43.05           
596     2.00            4.58            7.00            43.55           
597     1.50            3.61            6.50            43.88           
598     2.00            5.65            7.50            42.33           
599     2.50            4.72            6.50            43.02           
600     2.00            4.36            6.50            43.51           
601     2.00            5.07            7.50            42.84           
602     2.50            4.85            7.50            42.89           
603     2.50            5.34            7.50            42.75           
604     1.50            4.25            7.50            43.40           
605     4.00            6.90            9.00            41.45           
606     2.00            5.61            8.00            42.73           
607     3.00            5.39            7.50            42.74           
608     3.00            5.91            8.00            42.18           
609     3.50            5.97            8.00            42.16           
610     2.50            5.50            8.50            43.02           
611     4.00            5.49            8.00            42.49           
612     1.50            3.72            6.00            43.64           
613     2.50            4.85            7.00            43.26           
614     3.00            5.85            7.50            41.84           
