environment: procgen:procgen-heist-v0
number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 580
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 200
	v_mask: random
	v_mask_density: 0.005
	w_mask: random
	w_mask_density: 0.2
	t_mask: random
	t_mask_density: 0.1
	clipping_range_min: -1.0
	clipping_range_max: 1.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 20670
Free Parameters: {'V': 12347, 'W': 8006, 'T': 317}
Inputs: 12288
Outputs: 15

--------------------------------------------------------------------------------
gen     min             mean            max             elapsed time (s)
1247    2.50            4.04            6.00            44.35           
1248    1.00            3.07            5.00            44.92           
1249    2.00            3.70            5.00            44.78           
1250    0.50            2.91            5.50            45.73           
1251    2.00            3.03            4.00            44.86           
1252    2.00            4.10            6.50            44.72           
1253    2.00            4.13            6.00            44.72           
1254    1.50            3.11            5.00            44.62           
1255    1.50            2.54            4.00            44.83           
1256    2.00            3.83            6.00            44.61           
1257    0.50            2.45            4.00            45.41           
1258    1.00            2.51            4.50            45.35           
1259    1.50            2.86            4.50            45.02           
1260    3.00            4.46            6.00            44.56           
1261    2.00            3.01            4.00            45.08           
1262    0.00            2.69            4.50            45.13           
1263    2.50            4.40            6.00            44.27           
1264    2.50            3.88            5.50            43.97           
1265    1.00            4.02            7.00            44.50           
1266    1.50            3.19            4.50            44.58           
1267    3.00            3.82            5.50            44.13           
1268    1.50            3.08            5.00            45.19           
1269    1.50            3.23            4.50            44.97           
1270    0.50            1.78            3.00            45.70           
1271    2.00            3.41            4.50            44.91           
1272    2.00            3.49            5.00            45.06           
1273    2.50            4.08            6.00            44.22           
1274    1.00            3.87            6.00            44.44           
1275    2.00            3.47            5.00            44.93           
1276    1.50            3.37            4.50            45.04           
1277    1.50            2.68            4.50            45.15           
1278    1.50            3.89            6.00            44.80           
1279    3.00            4.44            6.50            44.03           
1280    0.50            1.89            3.00            45.67           
1281    1.00            3.19            5.50            45.46           
1282    0.50            2.32            3.50            45.67           
1283    2.00            3.46            5.00            44.68           
1284    2.00            3.20            5.00            44.97           
1285    2.00            4.22            5.50            44.25           
1286    1.00            2.69            4.00            45.57           
1287    1.50            3.32            4.50            45.01           
1288    1.50            3.15            5.00            45.09           
1289    3.00            4.09            5.00            44.16           
1290    1.50            4.50            6.00            44.32           
1291    1.50            3.92            5.00            44.36           
1292    2.00            3.54            5.00            44.83           
1293    2.00            3.39            5.00            45.28           
1294    1.50            3.41            5.50            44.74           
1295    2.50            4.22            5.50            44.34           
1296    2.00            3.73            5.50            44.72           
1297    2.50            4.04            5.50            44.39           
1298    2.00            3.79            5.50            44.74           
1299    3.00            4.24            5.50            43.95           
1300    1.50            3.53            5.50            44.74           
1301    1.50            3.60            5.50            45.01           
1302    2.00            3.91            6.00            44.84           
1303    1.50            3.89            5.50            44.59           
1304    2.50            4.51            6.00            44.05           
1305    2.50            4.08            5.50            44.20           
1306    1.50            4.00            6.50            44.74           
1307    0.50            1.77            3.00            45.42           
1308    1.00            2.81            5.00            45.24           
1309    2.00            3.42            5.50            44.74           
1310    2.50            3.61            5.00            44.20           
1311    1.50            3.05            5.00            45.05           
1312    1.50            3.79            5.50            44.25           
1313    2.00            3.64            4.50            44.24           
1314    2.00            3.68            5.00            44.08           
1315    0.50            2.70            4.50            45.42           
1316    2.50            4.32            6.50            44.45           
1317    0.50            2.25            4.50            45.71           
1318    2.00            4.29            6.00            44.20           
1319    1.00            2.49            4.00            45.04           
1320    1.50            3.75            5.50            44.80           
1321    1.00            3.25            4.50            44.97           
1322    0.50            3.01            5.00            45.13           
1323    1.50            4.59            6.00            43.95           
1324    2.00            3.77            5.00            44.66           
1325    1.50            3.89            6.50            44.57           
1326    2.00            4.11            5.50            44.25           
1327    1.50            3.03            5.00            45.02           
1328    2.00            3.35            4.50            44.64           
1329    2.00            3.62            5.00            44.72           
1330    1.50            3.64            6.00            45.05           
1331    3.00            4.62            6.50            43.89           
1332    2.50            4.20            6.00            44.42           
1333    2.50            3.90            5.50            44.14           
1334    1.50            3.64            6.50            44.63           
1335    2.50            3.87            5.50            44.11           
1336    2.50            4.62            6.50            43.83           
1337    2.50            4.29            6.50            44.45           
1338    2.00            3.47            5.50            44.57           
1339    1.00            2.55            4.00            45.37           
1340    2.50            4.61            6.00            44.01           
1341    2.00            4.43            6.00            44.29           
1342    2.50            3.82            5.50            44.27           
1343    0.50            2.95            5.00            45.17           
1344    2.00            3.82            5.50            44.42           
1345    2.00            3.63            5.50            44.94           
1346    2.50            4.79            6.50            44.03           
1347    2.50            4.08            5.50            44.65           
1348    1.50            3.33            5.50            45.83           
1349    1.50            2.75            4.00            45.83           
1350    1.50            3.79            6.00            44.80           
1351    1.00            3.27            5.00            45.07           
1352    2.50            3.97            5.50            44.26           
1353    2.50            3.37            4.50            44.35           
1354    0.50            3.17            5.00            45.04           
1355    1.00            2.63            4.50            45.08           
1356    0.50            2.07            4.00            45.46           
1357    2.50            4.40            7.00            44.07           
1358    2.50            4.15            6.00            44.00           
1359    2.00            4.17            5.50            44.08           
1360    1.00            3.92            6.00            44.57           
1361    1.00            3.89            6.00            44.70           
1362    3.00            4.10            6.00            44.05           
1363    2.50            4.08            5.50            44.09           
1364    1.00            3.50            6.00            44.84           
1365    0.50            2.27            4.50            45.82           
1366    2.00            3.41            5.00            44.82           
1367    2.50            4.24            6.00            44.38           
1368    2.00            3.26            4.50            44.56           
1369    2.00            4.02            6.00            44.45           
1370    2.50            3.83            5.50            44.44           
1371    0.50            2.64            4.50            45.46           
1372    2.00            3.87            6.50            44.74           
1373    1.00            3.15            5.00            45.15           
1374    1.00            2.13            3.50            45.51           
1375    1.50            3.41            6.00            45.03           
1376    2.00            3.71            5.00            44.52           
1377    1.00            3.14            5.00            45.05           
1378    1.50            3.62            5.50            44.81           
1379    0.50            2.00            3.50            45.94           
1380    1.50            3.05            4.50            45.09           
1381    1.50            4.24            5.50            44.29           
1382    1.50            3.48            5.50            45.05           
1383    2.50            4.21            5.50            44.37           
1384    1.50            3.09            5.00            44.83           
1385    2.50            4.78            6.00            43.89           
1386    2.00            3.22            5.00            44.67           
1387    2.00            3.87            6.00            44.59           
1388    2.00            3.32            5.00            44.17           
1389    2.50            3.67            5.00            43.94           
1390    1.00            2.71            4.50            45.08           
1391    1.00            2.88            4.50            45.09           
1392    2.00            3.72            6.50            44.78           
1393    1.50            3.46            5.00            44.63           
1394    2.50            4.21            6.50            44.40           
1395    1.50            3.34            5.00            45.30           
1396    2.50            4.40            6.00            44.09           
1397    1.00            2.37            3.50            45.16           
1398    0.50            2.78            4.50            45.20           
1399    1.50            2.94            4.50            44.90           
1400    1.00            2.45            4.00            45.36           
1401    1.00            1.85            3.00            45.70           
1402    1.50            3.91            6.00            44.78           
1403    2.50            4.25            6.00            44.10           
1404    3.50            5.00            7.00            43.90           
1405    1.50            3.17            5.00            44.86           
1406    1.50            3.67            6.00            44.87           
1407    1.50            2.97            4.00            44.90           
1408    1.00            3.33            5.00            44.67           
1409    3.00            4.75            6.50            44.13           
1410    2.00            3.73            5.50            45.02           
1411    1.00            2.85            5.00            45.10           
1412    2.50            4.25            6.50            44.58           
1413    1.00            2.67            4.00            45.18           
1414    2.00            3.89            5.50            44.51           
1415    1.50            3.28            5.00            44.88           
1416    1.00            2.96            5.00            45.12           
1417    2.00            4.30            6.50            44.27           
1418    2.00            4.08            5.50            44.64           
1419    0.50            2.50            4.00            45.33           
1420    1.50            3.15            4.50            44.64           
1421    0.50            2.52            4.00            45.38           
1422    2.50            3.73            5.00            44.32           
1423    2.00            3.58            6.00            44.89           
1424    2.00            4.25            6.50            44.35           
1425    1.00            2.49            4.50            45.01           
1426    2.50            4.05            6.00            44.46           
1427    2.00            4.10            6.00            44.57           
1428    2.50            4.44            6.50            44.11           
1429    2.50            3.56            4.50            44.31           
1430    2.50            4.73            6.50            43.83           
1431    1.00            2.60            4.00            44.97           
1432    0.50            4.27            6.50            44.36           
1433    0.50            2.07            3.50            45.36           
1434    2.50            4.57            6.50            44.11           
1435    1.00            3.30            6.00            44.71           
1436    2.00            4.09            7.00            44.41           
1437    3.00            4.08            5.50            43.97           
1438    3.00            4.72            7.00            43.84           
1439    1.50            2.94            5.00            44.87           
1440    1.50            3.81            5.50            44.35           
1441    0.50            2.28            4.00            45.22           
1442    1.50            3.86            6.00            44.41           
1443    2.00            4.63            6.50            44.17           
1444    2.00            3.79            6.00            44.59           
1445    2.00            3.04            5.00            45.05           
1446    1.00            2.37            4.00            46.32           
1447    2.00            3.21            4.50            44.83           
1448    0.50            2.73            5.00            44.87           
1449    1.50            3.09            5.00            44.74           
1450    2.50            4.46            6.00            43.66           
1451    2.50            4.19            6.00            44.83           
1452    1.00            3.13            5.00            44.98           
1453    2.00            4.21            6.00            44.40           
1454    3.00            4.67            7.00            43.68           
1455    2.50            3.75            5.50            44.28           
1456    1.50            2.98            4.50            44.78           
1457    1.50            3.84            5.50            44.40           
1458    3.00            4.68            7.50            44.04           
1459    1.00            2.32            4.00            45.22           
1460    2.50            4.74            7.00            43.93           
1461    2.50            3.95            5.50            44.20           
1462    2.00            4.25            6.00            44.24           
1463    2.00            3.93            6.00            44.74           
1464    1.00            3.08            5.50            45.34           
1465    2.00            3.50            5.00            44.63           
1466    1.00            2.28            4.50            45.53           
1467    1.00            3.15            5.00            45.10           
1468    2.00            3.69            5.50            44.26           
1469    0.50            2.25            4.00            45.28           
1470    2.50            4.10            5.50            44.42           
1471    1.00            3.41            5.50            44.84           
1472    1.50            2.96            4.50            45.09           
1473    2.00            3.57            6.00            44.77           
1474    2.50            3.72            5.00            44.47           
1475    1.50            3.69            6.00            44.81           
1476    0.50            2.07            3.50            45.87           
1477    3.00            4.55            6.00            44.63           
1478    1.50            3.21            5.00            44.75           
1479    1.50            3.21            5.50            44.66           
1480    2.50            4.27            6.00            43.91           
1481    0.50            2.63            5.00            45.10           
1482    2.50            3.65            5.50            43.82           
1483    1.00            3.46            5.00            44.30           
1484    2.00            3.41            5.50            44.42           
1485    2.00            3.42            5.50            44.66           
1486    2.50            3.94            5.50            44.63           
1487    1.00            2.54            4.50            45.30           
1488    1.00            2.00            3.50            45.54           
1489    1.50            3.37            5.50            45.09           
1490    3.00            4.62            6.50            43.94           
1491    1.00            2.80            4.50            45.67           
1492    3.00            4.71            6.50            44.14           
1493    2.00            3.56            5.00            44.49           
1494    1.50            3.05            4.50            44.64           
1495    0.50            1.87            3.00            45.62           
1496    1.50            3.12            5.00            45.06           
1497    2.00            3.30            4.50            44.71           
1498    1.00            3.37            5.00            44.81           
1499    1.50            2.83            4.00            45.15           
1500    0.00            1.49            2.50            45.92           
1501    1.00            1.93            3.50            45.82           
1502    3.00            4.89            6.50            44.15           
1503    0.50            2.45            5.00            45.60           
1504    2.00            3.32            4.50            44.55           
1505    2.50            3.67            5.00            44.67           
1506    1.50            3.46            5.00            44.93           
1507    1.00            3.29            5.00            44.94           
1508    2.00            4.06            5.00            44.07           
1509    1.00            3.15            5.00            44.99           
1510    2.50            3.60            5.00            44.47           
1511    2.50            4.62            6.00            44.18           
1512    1.50            3.06            5.00            44.83           
1513    2.50            4.02            5.50            44.26           
1514    2.50            3.78            5.00            44.38           
1515    1.50            3.61            5.50            44.65           
1516    1.00            3.01            5.00            45.33           
1517    1.00            3.11            5.00            45.29           
1518    1.50            3.43            5.00            44.97           
1519    2.50            4.24            6.00            44.44           
1520    2.50            3.61            5.00            44.45           
1521    1.50            2.59            4.50            45.77           
1522    1.50            3.19            5.00            44.90           
1523    2.00            4.39            6.50            44.47           
1524    1.50            4.33            6.50            44.49           
1525    2.00            3.77            5.50            44.67           
1526    1.50            3.60            5.50            44.82           
1527    1.00            3.65            5.50            45.15           
1528    2.50            3.95            5.50            44.73           
1529    2.50            3.80            5.00            44.57           
1530    1.00            2.29            4.50            45.66           
1531    1.50            3.45            5.00            44.53           
1532    2.00            3.54            5.00            44.61           
1533    0.50            2.30            4.00            45.49           
1534    3.00            4.30            5.50            44.33           
1535    2.00            4.30            6.50            44.43           
1536    1.50            3.95            5.00            44.14           
1537    2.50            3.87            5.50            44.65           
1538    2.00            4.28            6.50            45.39           
1539    1.00            4.13            5.50            44.54           
1540    2.00            4.18            6.50            44.22           
1541    1.00            4.13            6.00            44.82           
1542    2.00            4.29            6.50            44.48           
1543    1.00            2.62            4.00            45.45           
1544    1.00            3.29            5.50            45.46           
1545    1.00            2.77            4.00            44.81           
1546    2.00            3.62            5.50            44.66           
1547    1.50            3.34            5.00            44.33           
1548    1.50            4.46            7.00            44.72           
1549    2.50            3.67            5.00            45.35           
1550    1.00            3.04            4.50            45.42           
1551    1.50            2.82            4.50            44.99           
1552    2.00            4.16            5.50            44.53           
1553    0.50            2.50            4.00            45.43           
1554    2.50            3.75            5.00            44.55           
1555    2.00            4.43            5.50            43.76           
1556    1.00            3.03            4.50            45.20           
1557    2.50            3.89            6.00            43.79           
1558    2.00            3.40            4.50            44.66           
1559    0.50            1.86            3.00            45.47           
1560    0.50            2.78            4.50            45.18           
1561    0.00            2.17            4.00            45.50           
1562    1.00            2.77            5.50            45.24           
1563    1.50            2.96            4.50            44.66           
1564    1.50            3.35            5.00            44.57           
1565    1.00            3.21            5.00            44.60           
1566    1.00            2.69            4.50            45.24           
1567    2.50            4.69            6.00            43.82           
1568    2.00            4.12            6.50            44.46           
1569    2.00            3.16            4.50            44.61           
1570    1.00            2.21            3.50            45.31           
1571    2.00            3.55            5.50            44.53           
1572    2.00            3.95            5.50            44.50           
1573    1.50            3.16            4.50            44.97           
1574    2.00            4.07            6.00            44.72           
1575    1.00            3.40            5.50            45.00           
1576    1.50            2.75            4.50            45.01           
1577    3.00            4.65            6.50            43.66           
1578    1.50            2.69            5.00            44.88           
1579    2.00            4.33            5.50            44.23           
1580    1.00            2.47            4.00            45.20           
1581    1.50            3.79            6.00            44.40           
1582    2.50            3.41            4.50            44.16           
1583    2.50            4.21            6.00            44.28           
1584    1.00            3.79            5.50            44.61           
1585    0.00            1.70            3.50            45.32           
1586    3.00            3.96            5.50            43.93           
1587    2.50            4.23            6.00            43.71           
1588    1.50            3.55            6.00            44.62           
1589    1.00            3.49            6.00            44.72           
1590    2.50            4.92            7.00            43.61           
1591    1.50            3.77            6.00            44.63           
1592    1.50            3.83            5.50            44.31           
1593    2.50            4.33            6.50            43.86           
1594    2.50            4.58            7.00            43.64           
1595    1.50            3.29            5.00            44.48           
1596    2.00            3.56            5.00            44.05           
1597    1.50            2.87            4.00            44.63           
1598    1.50            3.90            6.00            44.44           
1599    1.50            3.25            4.50            44.60           
1600    2.00            3.75            5.50            44.54           
1601    1.00            3.07            4.50            44.88           
1602    1.00            2.89            5.00            45.31           
1603    1.50            3.03            4.50            44.81           
1604    1.50            3.78            5.00            44.53           
1605    3.00            4.49            6.00            43.67           
1606    1.50            3.40            5.00            44.66           
1607    2.50            4.73            7.00            43.82           
1608    2.50            4.86            7.00            43.69           
1609    2.00            4.10            6.00            44.34           
1610    0.00            1.80            3.50            45.51           
1611    1.50            2.77            4.50            44.67           
1612    1.50            2.97            4.50            44.74           
1613    2.00            3.92            5.50            44.30           
1614    0.50            3.53            5.00            44.74           
1615    2.00            3.41            5.50            44.48           
1616    2.00            3.56            5.00            44.19           
1617    1.50            3.75            5.00            44.34           
1618    3.00            4.93            6.50            43.51           
1619    2.00            3.32            5.00            44.34           
1620    2.00            4.26            6.00            43.95           
1621    2.00            3.78            5.50            44.26           
1622    1.50            3.91            6.00            44.72           
1623    3.00            4.92            6.50            43.69           
1624    1.00            2.79            4.00            44.94           
1625    1.50            2.86            4.00            44.91           
1626    1.50            3.78            5.50            44.67           
1627    1.50            2.94            5.00            45.31           
1628    1.50            3.75            6.00            45.35           
1629    1.50            3.78            6.00            44.62           
1630    1.00            3.44            5.50            44.52           
1631    1.00            2.51            5.00            44.96           
1632    2.00            3.71            5.50            43.98           
1633    2.50            4.27            5.50            43.87           
1634    3.00            4.38            5.50            44.31           
1635    0.50            2.50            4.50            45.37           
1636    1.00            2.55            4.50            45.22           
1637    0.50            2.16            4.50            45.19           
1638    1.50            3.86            6.00            44.53           
1639    2.00            4.57            6.50            43.94           
1640    1.50            4.42            6.00            44.12           
1641    1.00            2.67            4.50            45.04           
1642    2.00            3.60            5.50            44.72           
1643    1.00            2.69            4.50            45.36           
1644    1.50            3.24            5.00            44.87           
1645    2.50            3.84            5.50            43.83           
1646    0.50            2.57            5.00            45.04           
1647    1.00            1.91            3.00            45.33           
1648    1.50            3.78            5.00            44.26           
1649    0.50            2.43            4.00            45.22           
1650    1.00            2.85            5.50            44.96           
1651    0.00            1.81            3.50            45.56           
1652    2.00            4.85            6.50            43.79           
1653    1.00            2.62            4.00            44.84           
1654    1.00            3.05            5.00            44.71           
1655    2.00            3.52            5.00            44.36           
1656    2.50            4.38            6.00            44.05           
1657    2.00            3.79            5.50            44.09           
1658    1.00            3.49            5.50            44.78           
1659    2.00            3.84            5.50            44.20           
1660    2.50            4.10            6.50            44.01           
1661    1.50            2.49            4.00            44.86           
1662    2.00            3.24            5.00            44.71           
1663    1.50            3.67            5.00            44.26           
1664    1.50            3.34            5.00            44.83           
1665    2.00            3.58            5.00            44.55           
1666    2.50            4.28            6.00            43.83           
1667    2.00            3.29            5.00            44.48           
1668    1.50            3.69            6.00            44.76           
1669    1.00            2.54            4.00            44.96           
1670    2.00            4.53            6.00            44.08           
1671    3.00            4.46            6.00            44.01           
1672    0.50            2.17            4.00            45.31           
1673    2.50            4.07            6.00            44.22           
1674    2.00            3.48            5.50            44.83           
1675    1.50            2.99            4.00            44.58           
1676    2.50            3.75            5.00            43.91           
1677    1.50            2.33            3.50            45.27           
1678    1.00            3.02            5.00            44.86           
1679    0.50            2.12            4.50            45.38           
1680    1.00            1.91            3.50            45.16           
1681    1.50            3.64            5.00            44.43           
1682    2.50            4.24            5.50            44.29           
1683    1.00            2.43            4.00            45.28           
1684    0.50            2.13            4.00            45.33           
1685    1.50            3.50            5.00            44.67           
1686    1.00            3.46            6.00            45.03           
1687    2.00            3.52            5.50            44.62           
1688    1.00            2.78            4.50            45.11           
1689    1.50            2.89            4.00            44.82           
1690    2.50            4.17            5.50            44.23           
1691    1.50            3.46            5.50            45.07           
1692    2.50            4.05            6.00            45.30           
1693    2.00            3.41            4.50            45.23           
1694    1.50            3.04            5.00            45.19           
1695    1.00            3.16            5.50            45.45           
1696    1.50            3.92            5.50            45.71           
1697    2.50            3.94            5.50            45.03           
1698    2.50            4.86            6.50            44.23           
1699    2.50            4.10            5.50            44.59           
1700    1.00            3.32            5.50            45.31           
1701    2.00            3.65            5.50            44.31           
1702    2.50            3.89            5.00            44.55           
1703    3.50            5.00            6.50            43.91           
1704    2.50            3.84            5.50            44.12           
1705    2.50            3.91            6.00            44.93           
1706    2.00            3.77            5.50            44.64           
1707    1.50            2.74            4.50            45.14           
1708    2.00            3.52            5.50            44.67           
1709    1.00            3.29            5.00            45.23           
1710    3.00            4.31            5.50            43.80           
1711    2.50            3.93            6.00            43.95           
1712    0.50            1.84            3.50            45.72           
1713    2.50            3.88            5.50            44.07           
1714    0.50            2.10            4.00            45.55           
1715    1.50            3.44            5.00            44.77           
1716    1.50            3.33            5.00            44.75           
1717    1.50            3.46            5.50            45.02           
1718    2.00            4.78            6.50            44.22           
1719    3.00            4.02            5.00            43.77           
1720    1.50            3.52            5.50            44.74           
1721    1.00            3.22            5.00            44.86           
1722    0.50            1.95            4.00            45.35           
1723    1.00            3.49            5.50            45.10           
1724    2.50            4.14            6.50            44.07           
1725    1.50            3.95            5.50            44.74           
1726    1.00            3.52            5.50            44.64           
1727    1.00            3.12            4.50            44.89           
1728    2.00            3.96            5.50            44.20           
1729    0.50            2.50            4.00            45.25           
1730    0.50            2.14            4.00            45.51           
1731    1.50            3.52            5.00            44.57           
1732    1.50            3.05            4.00            44.68           
1733    1.00            3.44            5.50            44.66           
1734    2.00            3.60            5.00            44.64           
1735    2.50            4.22            6.00            44.12           
1736    1.50            3.72            6.50            44.41           
1737    2.50            3.72            5.00            44.24           
1738    2.50            3.96            6.00            44.12           
1739    2.50            4.25            5.50            43.90           
1740    1.50            3.04            4.50            44.58           
1741    0.00            2.14            4.00            45.45           
1742    1.00            2.98            5.00            45.28           
1743    2.00            3.53            5.50            44.72           
1744    1.00            2.43            4.50            45.44           
1745    2.00            3.83            6.00            45.18           
1746    1.50            3.37            4.50            44.94           
1747    2.00            3.60            5.50            44.90           
1748    1.00            3.71            5.50            45.01           
1749    2.50            3.72            5.50            44.43           
1750    2.00            3.78            5.00            44.48           
1751    3.00            4.48            6.00            44.31           
1752    2.00            3.59            5.50            44.98           
1753    1.50            3.40            5.00            44.83           
1754    1.00            3.22            5.50            45.33           
1755    2.50            3.68            5.00            44.67           
1756    1.00            4.27            6.50            44.30           
1757    1.50            3.67            5.50            44.59           
1758    1.00            2.59            4.00            45.34           
1759    2.50            4.06            5.50            44.43           
1760    1.50            3.34            5.50            45.00           
1761    2.00            4.26            6.00            44.33           
1762    1.00            2.97            5.00            45.36           
1763    1.50            2.92            5.00            45.78           
1764    1.00            2.50            4.00            45.34           
1765    2.00            4.01            6.50            44.40           
1766    2.00            3.28            4.50            44.78           
1767    2.00            4.33            6.50            44.38           
1768    3.00            4.50            6.00            44.25           
1769    2.50            4.15            6.00            44.25           
1770    2.00            3.86            6.00            44.34           
1771    0.50            2.21            3.50            45.68           
1772    2.00            3.40            5.50            44.55           
1773    1.50            3.99            5.50            44.39           
1774    1.00            3.08            4.50            45.04           
1775    1.50            3.62            5.00            44.76           
1776    1.50            3.68            5.50            44.69           
1777    1.50            2.93            4.50            45.04           
1778    1.50            3.34            5.50            44.87           
1779    1.50            3.21            4.50            44.63           
1780    1.50            3.60            6.00            44.82           
1781    2.50            3.97            5.50            44.22           
1782    1.00            2.73            4.50            45.32           
1783    0.50            2.08            3.50            45.48           
1784    2.00            3.38            5.00            44.36           
1785    2.00            3.70            5.50            44.81           
1786    2.00            3.54            5.00            44.52           
1787    0.50            2.14            3.50            45.41           
1788    1.00            3.15            4.50            44.84           
1789    1.00            2.76            4.50            45.10           
1790    1.50            2.93            4.50            44.77           
1791    1.00            2.31            4.00            45.24           
1792    1.50            3.17            5.00            44.89           
1793    2.50            4.17            5.50            44.08           
1794    1.50            2.44            4.50            44.89           
1795    1.00            3.82            6.00            44.48           
1796    2.00            3.48            5.00            44.30           
1797    1.50            4.66            6.00            43.61           
1798    1.50            3.53            6.00            44.40           
1799    0.50            2.25            4.50            45.14           
1800    1.00            1.99            3.50            45.16           
1801    1.00            3.14            5.50            44.64           
1802    1.00            2.69            3.50            44.82           
1803    1.50            3.96            6.50            44.51           
1804    1.00            3.91            6.50            44.31           
1805    2.00            3.72            5.50            44.25           
1806    1.00            3.68            5.50            44.84           
1807    1.50            4.62            6.50            44.28           
1808    2.50            4.28            6.50            44.03           
1809    1.50            3.07            4.50            44.59           
1810    1.00            3.25            5.00            44.71           
1811    2.00            3.62            5.50            44.39           
1812    1.50            3.86            6.00            44.54           
1813    1.50            4.28            6.00            44.10           
1814    2.50            4.63            7.00            44.17           
1815    1.50            3.84            5.50            44.35           
1816    1.00            2.68            4.50            44.93           
1817    2.00            3.88            5.00            44.47           
1818    2.00            3.18            4.50            44.67           
1819    2.00            3.84            6.00            44.12           
1820    1.50            3.45            5.50            44.82           
1821    1.50            3.87            6.00            44.69           
1822    1.00            3.14            5.00            44.79           
1823    0.50            2.19            4.00            45.35           
1824    1.00            2.34            3.50            45.15           
1825    1.50            3.50            5.00            44.51           
1826    1.50            3.41            5.00            44.36           
1827    0.50            3.57            6.00            44.76           
1828    0.50            2.86            4.50            44.87           
1829    1.50            4.42            6.50            44.29           
1830    2.00            4.01            5.50            44.61           
1831    2.50            4.14            5.50            43.83           
1832    1.00            2.78            5.00            45.12           
1833    2.50            4.40            6.50            44.28           
1834    0.50            2.54            4.00            45.61           
1835    1.00            3.34            5.50            45.17           
1836    1.00            3.04            5.50            45.80           
1837    1.50            3.78            5.50            45.04           
1838    1.50            3.67            5.00            44.82           
1839    2.00            3.54            6.00            45.03           
1840    0.50            1.98            3.50            45.83           
1841    2.50            4.17            6.00            44.70           
1842    0.50            2.05            4.00            47.13           
1843    3.00            4.21            5.50            44.49           
1844    2.00            3.67            5.00            45.22           
1845    1.50            3.38            6.00            45.43           
1846    0.50            2.28            4.00            45.91           
1847    2.50            4.49            5.50            44.33           
1848    1.00            2.92            5.00            45.50           
1849    2.50            4.50            6.50            44.95           
1850    2.00            3.63            5.50            45.28           
1851    3.00            4.30            6.00            44.38           
1852    3.00            4.50            6.00            44.12           
1853    2.00            3.71            5.50            45.32           
1854    3.00            4.98            7.00            44.60           
1855    0.50            2.38            4.50            45.96           
1856    2.00            3.64            5.50            45.10           
1857    2.50            4.36            6.50            44.86           
1858    1.00            2.42            4.00            45.65           
1859    1.00            2.41            4.00            45.54           
1860    1.50            2.97            4.50            45.30           
1861    1.00            2.79            5.00            45.64           
1862    2.00            4.17            6.50            44.89           
1863    1.50            3.40            5.50            45.09           
